id_cliente,nome,sexo,idade,estado,tempo_como_cliente,frequencia_compras,ticket_medio,total_gasto,forma_pagamento,ultima_compra,comprou_servico_instal,reclamacoes,avaliacao_media,churn
4821,Sarah Dias,Feminino,22,RS,13,3.2,833.83,30320.11,Transferência,90,0,1,4.5,0
4822,Thiago Barros,Masculino,21,RJ,37,1.3,494.64,24211.12,Pix,227,0,1,2.4,1
4823,Vinícius Oliveira,Masculino,32,RS,40,0.7,268.6,6632.11,Pix,120,1,1,4.5,0
4824,Ravy Ribeiro,Masculino,48,CE,9,3.4,140.0,4141.13,Pix,254,1,1,2.5,1
4825,Benjamim da Cunha,Masculino,54,PE,32,2.3,653.5,40072.22,Transferência,258,0,1,4.9,0
4826,Isabelly Nogueira,Feminino,19,GO,32,0.5,573.06,9565.85,Transferência,265,0,1,4.0,0
4827,Olivia Aragão,Feminino,33,MG,29,3.6,526.73,58521.98,Pix,195,0,0,3.7,1
4828,Benicio Nogueira,Masculino,48,PR,36,2.7,869.59,75566.63,Cartão de crédito,328,0,0,3.4,1
4829,Ísis Mendes,Feminino,25,SC,33,2.4,51.68,3488.05,Transferência,206,0,0,4.8,0
4830,Davi Lucas Barros,Masculino,56,RJ,18,2.6,101.19,5954.41,Boleto,155,1,1,3.6,0
4831,Heloísa Barros,Feminino,44,CE,54,2.4,522.97,47527.09,Transferência,188,1,0,4.8,0
4832,Lívia Pires,Feminino,34,SC,12,1.2,830.01,9788.26,Transferência,296,1,0,4.5,0
4833,Anthony Gabriel Andrade,Masculino,25,PR,13,2.1,368.03,11185.67,Cartão de crédito,189,1,0,4.8,0
4834,Camila Correia,Feminino,41,CE,30,0.4,212.38,3198.84,Cartão de crédito,101,1,0,3.3,0
4835,Maria Luísa Barbosa,Feminino,35,PE,40,1.5,448.4,24447.1,Transferência,245,0,0,2.7,1
4836,Luara Montenegro,Feminino,29,RJ,37,0.5,934.03,18329.44,Boleto,135,0,0,2.8,0
4837,Benjamim Camargo,Masculino,46,RJ,57,2.9,885.6,178867.24,Pix,68,1,0,2.8,1
4838,Cauã Costela,Masculino,57,SP,18,1.6,568.57,12255.89,Cartão de crédito,212,1,1,2.1,1
4839,Allana Fonseca,Feminino,52,RJ,19,1.0,708.7,9782.26,Pix,84,0,0,3.0,1
4840,Vinícius Melo,Masculino,27,RJ,9,0.7,386.81,3067.93,Transferência,283,1,0,3.0,1
4841,Sr. Thiago Silva,Masculino,58,SP,31,2.3,197.2,18264.62,Cartão de crédito,106,0,0,4.1,0
4842,Francisco Alves,Masculino,33,RJ,25,1.8,443.58,19519.2,Pix,264,0,0,4.9,0
4843,Sra. Manuella Correia,Feminino,24,PR,50,3.5,233.15,43438.79,Transferência,230,1,0,4.2,0
4844,Bruno Cardoso,Masculino,28,RS,32,1.6,69.62,2587.54,Boleto,79,1,0,4.1,0
4845,Aylla Caldeira,Feminino,30,SC,30,3.0,580.94,58758.65,Pix,129,1,0,4.4,0
4846,Henry Monteiro,Masculino,36,MG,21,3.3,930.98,82592.12,Cartão de crédito,340,1,1,2.9,1
4847,Maria Cecília Moura,Feminino,56,RS,33,3.9,100.29,16358.55,Boleto,265,0,0,3.9,0
4848,Maria Julia Melo,Feminino,23,RS,40,1.8,456.77,26185.18,Cartão de crédito,215,1,1,2.9,1
4849,Sr. Ravi da Conceição,Masculino,23,RJ,16,2.4,684.37,26795.85,Pix,323,0,0,4.5,0
4850,Hadassa Ramos,Feminino,58,RJ,22,2.4,486.46,21475.92,Cartão de crédito,137,0,0,3.7,0
4851,Vitor Gabriel Borges,Masculino,32,PE,33,3.3,103.93,13801.93,Boleto,265,1,0,3.9,0
4852,Dr. Rodrigo Azevedo,Masculino,18,CE,46,1.9,554.21,35808.05,Boleto,65,0,0,4.2,1
4853,Dr. Davi Luiz Pimenta,Masculino,22,RS,35,4.0,205.22,33023.13,Pix,276,0,0,3.4,0
4854,Bruno da Luz,Masculino,49,SP,36,1.2,771.38,41846.05,Boleto,340,0,0,4.7,1
4855,Maria Clara Gomes,Feminino,26,PE,19,0.9,84.45,1612.72,Transferência,115,1,0,5.0,0
4856,Lara Caldeira,Feminino,57,RS,56,1.1,163.77,8848.24,Boleto,49,1,0,4.0,1
4857,Lucca Brito,Masculino,22,RJ,15,0.2,859.58,2085.8,Transferência,163,1,1,3.6,0
4858,Maria Cecília Fonseca,Feminino,40,CE,20,2.4,956.29,58823.33,Boleto,160,0,0,3.2,0
4859,Lorena da Mata,Feminino,57,GO,44,1.5,119.11,7749.1,Transferência,209,1,0,5.0,0
4860,Guilherme Cirino,Masculino,44,SC,43,3.9,562.96,120623.66,Pix,99,0,0,5.0,0
4861,Antônio Andrade,Masculino,55,CE,54,1.8,256.18,23892.42,Transferência,275,0,1,3.6,0
4862,Emanuelly Macedo,Feminino,20,BA,50,0.4,479.47,12465.05,Cartão de crédito,222,1,0,3.8,0
4863,Dra. Giovanna Lopes,Feminino,20,SC,22,1.0,320.79,5468.45,Transferência,335,0,0,4.8,0
4864,Ana Vitória Teixeira,Feminino,20,GO,25,3.3,758.87,69981.29,Boleto,110,0,0,4.7,0
4865,Júlia Rocha,Feminino,58,MG,53,2.4,820.25,106561.9,Cartão de crédito,203,0,1,3.3,0
4866,Sra. Ana Liz Carvalho,Feminino,25,MG,11,3.0,74.86,3003.91,Transferência,235,0,0,3.9,0
4867,Bento Moraes,Masculino,36,RS,53,3.8,987.01,201883.53,Pix,73,0,1,5.0,0
4868,Brenda Silva,Feminino,42,PE,35,1.0,761.7,21922.75,Pix,34,1,1,5.0,0
4869,Breno da Cunha,Masculino,59,PR,21,1.8,665.7,29729.97,Boleto,143,1,0,3.2,1
4870,Zoe Nogueira,Feminino,38,GO,38,1.5,455.4,25631.06,Transferência,334,1,0,4.1,0
4871,João Gabriel Jesus,Masculino,33,GO,56,0.3,821.48,17857.85,Boleto,301,0,0,3.2,0
4872,Sr. Emanuel Monteiro,Masculino,26,CE,38,2.1,948.32,58987.78,Cartão de crédito,71,1,0,4.8,0
4873,Melina Castro,Feminino,34,GO,37,1.5,295.82,19803.86,Pix,300,0,0,4.6,0
4874,Aurora da Cruz,Feminino,27,PE,39,2.5,423.3,52083.18,Cartão de crédito,92,1,1,4.4,0
4875,Clarice Novaes,Feminino,59,PE,21,1.7,192.39,6510.79,Transferência,48,1,0,3.7,0
4876,Sofia Moreira,Feminino,21,RJ,58,3.1,67.38,12454.76,Transferência,52,1,1,4.0,0
4877,Ana Clara Rocha,Feminino,23,BA,36,2.6,93.64,10787.51,Boleto,342,1,0,3.5,0
4878,Hadassa da Cunha,Feminino,33,BA,2,3.7,770.16,6464.99,Pix,255,1,0,4.1,0
4879,Elisa Pires,Feminino,18,MG,40,1.4,859.35,34351.1,Boleto,103,0,0,3.2,0
4880,Anthony Gabriel Almeida,Masculino,28,GO,28,3.9,975.95,90522.52,Boleto,339,0,0,5.0,0
4881,Nathan Correia,Masculino,33,PE,11,2.2,535.06,14086.31,Pix,134,1,1,4.5,0
4882,Breno Sampaio,Masculino,56,RS,55,1.3,824.35,43094.92,Cartão de crédito,114,0,1,3.6,0
4883,João Vitor Oliveira,Masculino,30,RJ,21,2.4,919.16,37333.81,Cartão de crédito,355,1,0,2.6,1
4884,Stella Cassiano,Feminino,43,RJ,36,2.1,716.43,50217.46,Pix,191,1,0,3.1,1
4885,Maria Luísa Rocha,Feminino,47,MG,7,0.5,486.92,1661.47,Pix,108,0,0,4.2,0
4886,Dr. Bernardo Costela,Masculino,52,PE,19,3.5,484.86,22886.73,Pix,49,1,0,3.9,0
4887,Emanuel Macedo,Masculino,53,RS,41,0.6,318.27,7099.29,Transferência,222,0,0,3.3,0
4888,Sabrina Pires,Feminino,23,MG,54,2.2,865.61,124162.66,Cartão de crédito,342,1,0,3.6,0
4889,Gustavo Mendonça,Masculino,26,RJ,18,2.8,483.76,18970.88,Cartão de crédito,251,1,0,1.0,1
4890,Yago Albuquerque,Masculino,56,PR,22,1.9,379.52,16390.53,Transferência,319,0,0,4.0,0
4891,Luiza Correia,Feminino,47,MG,45,0.4,326.93,7190.91,Boleto,136,1,0,4.0,0
4892,Gabriel Vasconcelos,Masculino,57,RS,6,3.3,700.31,15699.74,Cartão de crédito,6,0,0,4.6,0
4893,Lucca Lopes,Masculino,22,RJ,59,1.9,171.92,15467.93,Pix,266,0,0,4.4,0
4894,Rafael Albuquerque,Masculino,41,SC,12,2.2,136.42,4135.51,Cartão de crédito,79,1,0,3.7,0
4895,Ana Liz Pereira,Feminino,31,SC,31,0.3,781.88,8117.89,Pix,219,1,0,5.0,0
4896,Vinícius Leão,Masculino,58,MG,5,3.4,596.02,7825.89,Boleto,265,1,2,3.3,1
4897,José Pedro Fonseca,Masculino,43,SP,53,1.8,587.37,39373.06,Pix,219,0,0,4.8,0
4898,Dr. Valentim Lima,Masculino,36,PR,44,1.2,821.03,40473.06,Cartão de crédito,254,1,0,2.2,1
4899,Dante Nogueira,Masculino,30,PE,21,2.8,996.15,63660.09,Boleto,305,1,0,3.9,0
4900,Yan Fonseca,Masculino,56,SP,35,2.1,872.02,63864.66,Transferência,51,0,0,4.0,0
4901,Sr. Nicolas Aragão,Masculino,41,MG,9,3.9,982.15,44410.59,Boleto,71,1,1,3.4,1
4902,Giovanna da Luz,Feminino,32,GO,33,3.6,732.74,69872.48,Pix,228,1,1,4.2,1
4903,Yasmin Castro,Feminino,48,RS,9,3.1,149.51,4941.01,Transferência,75,0,0,5.0,0
4904,Kevin Nunes,Masculino,28,RJ,18,0.7,636.6,9551.09,Boleto,241,0,1,4.7,0
4905,Dr. Pedro Miguel Duarte,Masculino,24,GO,49,0.8,888.92,24643.63,Cartão de crédito,316,1,0,4.7,0
4906,Sr. Vitor Hugo Nunes,Masculino,52,PE,11,2.2,643.35,15157.04,Boleto,181,1,0,4.8,0
4907,Miguel Rios,Masculino,18,PR,53,1.2,473.56,26629.94,Transferência,296,0,0,2.6,1
4908,Kamilly Martins,Feminino,49,PE,24,2.0,529.15,24366.07,Transferência,76,1,0,3.5,0
4909,Natália da Mata,Feminino,36,SC,52,3.6,891.07,192792.01,Pix,107,1,0,3.0,0
4910,Sra. Sophia Cardoso,Feminino,57,PR,50,2.5,906.77,85178.56,Transferência,55,1,0,3.3,0
4911,Benicio Camargo,Masculino,44,SC,53,3.5,88.52,19944.52,Transferência,168,0,0,4.5,0
4912,Sr. Rael Freitas,Masculino,55,SP,29,1.0,200.24,4387.96,Boleto,148,0,0,3.2,1
4913,Luiz Otávio Camargo,Masculino,58,GO,18,0.7,138.05,1529.42,Pix,194,0,0,4.0,0
4914,Maria Flor Fogaça,Feminino,44,RJ,4,3.4,208.59,2063.63,Transferência,71,0,0,3.9,0
4915,Ayla Cunha,Feminino,22,PE,56,1.1,276.21,19450.52,Pix,346,0,0,3.8,0
4916,Hellena Aparecida,Feminino,27,SP,5,1.4,429.8,2206.79,Pix,29,1,0,2.0,1
4917,Melissa Nascimento,Feminino,35,RS,59,1.9,366.84,44273.47,Cartão de crédito,192,1,0,4.4,1
4918,Samuel Jesus,Masculino,25,PE,12,3.4,871.63,35202.57,Boleto,301,0,1,4.7,0
4919,Maria Flor da Costa,Feminino,57,GO,6,0.4,609.84,1334.94,Boleto,362,0,1,3.6,1
4920,Ayla Oliveira,Feminino,56,PE,46,2.9,444.78,74855.36,Boleto,304,0,0,2.9,0
4921,Gael Henrique Pimenta,Masculino,35,SP,24,3.3,673.46,69197.76,Boleto,215,1,0,3.9,0
4922,Agatha Marques,Feminino,39,PR,31,1.9,867.9,63018.83,Transferência,317,1,0,3.4,0
4923,Alícia Cardoso,Feminino,36,CE,19,1.5,603.1,15935.68,Transferência,297,1,0,5.0,0
4924,Júlia Siqueira,Feminino,47,RS,12,0.4,590.32,2623.29,Transferência,124,1,0,3.4,1
4925,Sr. Joaquim Silveira,Masculino,19,PE,6,2.2,682.0,7196.36,Cartão de crédito,288,1,0,4.9,0
4926,Arthur Gabriel Camargo,Masculino,33,MG,41,1.0,86.19,2781.05,Cartão de crédito,51,0,0,3.2,1
4927,Luara Monteiro,Feminino,31,BA,48,2.3,511.82,53790.01,Cartão de crédito,260,0,0,4.2,0
4928,Maria Julia Alves,Feminino,38,CE,32,3.5,400.15,37813.56,Transferência,159,0,0,2.5,1
4929,Manuela Vasconcelos,Feminino,38,RJ,28,1.0,335.07,7979.51,Pix,112,1,0,3.8,0
4930,Dra. Ana Julia Pinto,Feminino,49,SC,6,2.0,792.19,12172.17,Transferência,3,0,0,4.1,0
4931,João Felipe Vargas,Masculino,47,CE,25,0.5,807.65,7914.41,Cartão de crédito,56,0,0,5.0,0
4932,Larissa Sá,Feminino,31,BA,18,3.7,705.64,47516.67,Boleto,346,0,0,4.9,0
4933,Allana Rios,Feminino,34,SC,14,2.5,133.81,5681.12,Boleto,191,1,0,4.3,0
4934,Mateus Casa Grande,Masculino,18,RJ,1,0.8,425.2,385.59,Boleto,315,0,0,4.3,0
4935,Mariane Almeida,Feminino,47,SP,23,3.2,854.03,79431.92,Cartão de crédito,86,1,1,3.6,1
4936,Leonardo Pereira,Masculino,23,SC,55,3.7,474.85,76980.94,Pix,128,0,0,3.9,1
4937,Dr. José Pedro Montenegro,Masculino,40,CE,21,0.3,136.09,905.02,Transferência,192,1,1,4.1,0
4938,Hellena Gomes,Feminino,31,GO,50,2.6,256.73,42943.61,Transferência,228,1,0,5.0,0
4939,Eloá Albuquerque,Feminino,36,GO,36,3.0,453.55,55590.91,Pix,3,0,0,3.6,0
4940,Srta. Marcela Viana,Feminino,34,BA,34,3.6,622.68,61780.71,Cartão de crédito,116,1,1,4.0,0
4941,Enrico Sá,Masculino,46,CE,27,3.0,384.45,38815.78,Transferência,3,1,1,1.6,1
4942,Srta. Eloah Camargo,Feminino,55,SC,25,1.0,282.27,5409.62,Cartão de crédito,282,1,0,4.1,0
4943,Sr. Igor Nunes,Masculino,45,MG,2,3.4,151.39,1055.81,Transferência,176,1,0,3.4,0
4944,Srta. Julia Santos,Feminino,26,CE,37,2.9,325.96,32671.45,Pix,36,0,0,4.7,0
4945,Isaac Cardoso,Masculino,38,MG,34,2.9,897.32,113334.96,Boleto,281,1,0,3.7,0
4946,Vitor Hugo Aparecida,Masculino,19,GO,9,0.8,503.67,2664.31,Transferência,163,1,0,3.0,1
4947,Cecília Moura,Feminino,20,PE,22,0.9,790.72,19094.03,Boleto,83,1,1,4.3,0
4948,Davi Miguel Pimenta,Masculino,20,SP,13,0.9,643.06,7446.16,Pix,60,0,0,3.9,1
4949,Lucas Gabriel Cavalcanti,Masculino,36,MG,33,3.6,931.49,130507.63,Boleto,113,1,0,4.2,0
4950,Emanuelly Novais,Feminino,29,GO,48,1.7,800.12,72462.2,Boleto,239,1,1,2.8,1
4951,Dra. Manuela Ribeiro,Feminino,39,MG,50,0.4,223.32,4980.07,Transferência,233,0,1,4.4,0
4952,Dra. Maria Laura Macedo,Feminino,44,RS,40,3.1,794.69,111407.37,Cartão de crédito,143,0,0,3.2,1
4953,João Gabriel Fernandes,Masculino,54,MG,16,3.0,268.17,13963.79,Cartão de crédito,39,0,1,3.8,0
4954,Sofia Novaes,Feminino,28,CE,16,2.1,838.45,27249.71,Cartão de crédito,296,1,0,5.0,0
4955,Caio Santos,Masculino,45,CE,22,3.7,636.29,49813.94,Boleto,59,0,0,1.9,1
4956,Maria Luiza Souza,Feminino,36,RJ,2,2.5,563.34,2068.71,Cartão de crédito,51,0,0,5.0,0
4957,Emanuella Mendonça,Feminino,30,BA,10,3.9,268.21,10440.7,Pix,262,1,0,2.5,1
4958,Ana Clara Siqueira,Feminino,59,PR,1,1.3,268.79,401.62,Pix,123,0,1,3.2,0
4959,Ana Clara Teixeira,Feminino,38,SC,21,3.0,493.51,23035.2,Boleto,322,1,1,3.3,0
4960,Raquel Martins,Feminino,39,GO,43,0.2,853.06,8812.29,Boleto,165,1,1,5.0,0
4961,Cauê Andrade,Masculino,30,SP,27,2.4,521.54,40089.85,Transferência,76,1,0,3.2,0
4962,Sophia Guerra,Feminino,32,PR,8,2.2,391.29,5966.73,Pix,340,0,0,2.9,1
4963,Lívia Farias,Feminino,55,CE,3,1.6,684.26,3482.22,Transferência,32,1,0,4.7,0
4964,Sr. João Vitor Cavalcanti,Masculino,29,GO,14,2.0,689.48,16549.53,Pix,344,1,0,3.9,0
4965,Ana Júlia Rocha,Feminino,57,RJ,7,0.8,151.26,769.06,Boleto,314,0,1,4.1,0
4966,Ravi Lucca Rocha,Masculino,48,RS,41,1.1,692.24,25548.61,Boleto,162,1,2,3.9,0
4967,Catarina Moreira,Feminino,20,MG,38,4.0,966.18,114002.11,Cartão de crédito,357,1,1,3.4,0
4968,Caroline Santos,Feminino,42,PE,40,1.5,725.69,44427.64,Transferência,168,1,0,2.0,1
4969,Jade Aparecida,Feminino,35,GO,4,3.1,965.41,8799.31,Pix,151,0,0,4.0,0
4970,Maria Eduarda Fogaça,Feminino,36,RJ,21,0.2,617.71,2848.65,Boleto,152,0,0,2.7,0
4971,Ravi Macedo,Masculino,29,GO,22,2.1,881.9,41557.01,Transferência,116,0,0,3.8,0
4972,Joaquim Silveira,Masculino,25,BA,34,3.6,961.62,98352.29,Cartão de crédito,103,1,0,1.0,1
4973,Maria Flor da Mota,Feminino,36,PE,45,3.7,956.95,177029.93,Transferência,343,0,0,4.8,0
4974,Thales Pereira,Masculino,44,PE,57,1.0,250.26,12724.49,Transferência,116,0,1,3.7,0
4975,Marcos Vinicius Siqueira,Masculino,19,BA,16,1.9,186.52,5777.31,Pix,309,0,1,4.4,0
4976,Luiz Fernando Caldeira,Masculino,59,PR,22,3.1,311.91,21028.86,Boleto,176,0,1,3.0,0
4977,Sra. Kamilly Melo,Feminino,46,CE,18,2.3,734.32,24140.98,Transferência,236,1,0,4.4,0
4978,Apollo da Cunha,Masculino,41,PE,13,1.6,948.3,14043.98,Transferência,49,0,1,4.5,0
4979,Pedro Henrique Ferreira,Masculino,35,PR,22,0.6,750.84,11417.54,Boleto,153,1,0,4.1,1
4980,Luiz Felipe Pereira,Masculino,46,BA,12,2.0,450.44,12433.23,Boleto,61,0,1,3.5,1
4981,Maria Julia Novais,Feminino,50,GO,3,1.5,198.57,752.71,Transferência,335,1,0,4.5,0
4982,Dr. Carlos Eduardo da Rocha,Masculino,45,RJ,21,1.9,348.0,14776.06,Cartão de crédito,86,1,1,3.6,1
4983,Henry Gabriel Barbosa,Masculino,41,SP,28,2.1,625.9,30179.01,Boleto,180,1,0,4.1,0
4984,Stephany da Rosa,Feminino,26,CE,46,2.4,973.36,101998.85,Cartão de crédito,164,0,1,4.1,1
4985,Enzo das Neves,Masculino,43,SP,3,2.0,796.54,4447.27,Cartão de crédito,166,1,0,4.2,0
4986,Eloah Cavalcante,Feminino,57,MG,45,3.0,406.32,67140.17,Cartão de crédito,8,1,1,5.0,0
4987,Henry Aragão,Masculino,53,PR,54,3.6,241.53,59238.23,Pix,239,1,0,4.9,0
4988,Maria Laura Porto,Feminino,47,GO,18,2.4,753.59,34674.75,Cartão de crédito,246,0,0,4.1,1
4989,Brayan Rocha,Masculino,22,MG,15,1.4,752.68,11642.2,Pix,92,0,1,3.8,0
4990,Sra. Amanda Brito,Feminino,36,RJ,38,3.6,106.28,16915.56,Cartão de crédito,48,0,1,4.7,0
4991,Théo Gonçalves,Masculino,25,SP,4,2.2,531.41,4975.36,Cartão de crédito,19,0,0,4.6,0
4992,Enzo Oliveira,Masculino,20,MG,23,0.9,958.73,20575.53,Transferência,354,1,1,4.0,0
4993,Cecilia Campos,Feminino,45,RJ,41,3.0,184.26,27185.36,Pix,236,0,0,2.3,1
4994,Emanuella Sá,Feminino,33,GO,7,2.2,650.36,9836.56,Cartão de crédito,259,1,0,4.1,1
4995,Maitê Cirino,Feminino,32,MG,9,3.6,443.24,13791.58,Cartão de crédito,46,1,1,3.5,0
4996,Sra. Clarice Lima,Feminino,31,GO,1,2.0,594.13,837.54,Pix,247,0,0,3.4,1
4997,Yuri Novais,Masculino,28,SC,18,3.6,952.2,79464.9,Cartão de crédito,125,1,0,5.0,0
4998,Maria Isis Correia,Feminino,59,GO,8,0.9,550.54,4456.06,Boleto,362,1,1,3.4,1
4999,Gabrielly Nogueira,Feminino,45,SP,11,0.7,367.29,2784.65,Transferência,249,0,1,4.6,1
5000,Srta. Ana Liz Moraes,Feminino,23,MG,57,3.7,983.1,170643.74,Transferência,91,1,0,2.8,0
5001,Fernanda Teixeira,Feminino,47,BA,12,3.3,569.37,17581.23,Pix,187,1,0,3.5,0
5002,Hadassa Costa,Feminino,20,PE,57,3.5,724.75,149127.6,Transferência,28,0,1,2.9,1
5003,Dr. Vitor Gabriel da Mata,Masculino,38,PR,27,3.3,840.43,92105.63,Pix,13,1,0,2.5,0
5004,Sr. Theo Carvalho,Masculino,23,RS,31,0.8,892.46,22735.95,Transferência,56,0,0,4.6,0
5005,Igor Nascimento,Masculino,47,MG,46,1.3,244.31,10423.15,Cartão de crédito,140,1,0,3.5,0
5006,Kevin Cunha,Masculino,36,SP,41,1.5,886.37,70668.4,Cartão de crédito,86,0,0,4.4,1
5007,Sr. Kaique Novais,Masculino,19,RJ,20,0.9,820.91,13966.67,Transferência,64,1,0,3.6,0
5008,Enrico Pires,Masculino,18,MG,39,3.1,762.2,95020.41,Cartão de crédito,351,0,0,5.0,0
5009,Isabel Cirino,Feminino,51,BA,49,2.6,630.1,74843.72,Pix,58,0,0,4.4,0
5010,Samuel da Mota,Masculino,18,CE,5,1.7,639.22,6753.46,Transferência,168,0,0,5.0,0
5011,Mariah Sales,Feminino,25,RJ,46,1.1,831.59,38870.76,Pix,133,1,1,4.8,0
5012,Bento Rezende,Masculino,21,CE,28,2.1,100.54,7584.51,Cartão de crédito,176,0,0,4.1,0
5013,Beatriz Nunes,Feminino,21,MG,49,0.6,195.94,4246.47,Transferência,100,0,0,3.6,0
5014,Vitor Hugo Pereira,Masculino,26,BA,37,1.1,177.97,8889.99,Cartão de crédito,210,1,0,3.6,0
5015,Sr. Theo Campos,Masculino,51,SP,17,0.8,970.68,12135.17,Pix,35,0,1,3.3,1
5016,Maria Pinto,Feminino,25,MG,29,0.4,142.37,1735.51,Transferência,202,1,0,2.3,1
5017,Srta. Ester da Luz,Feminino,37,PE,4,0.5,848.66,1710.64,Pix,302,1,1,3.1,0
5018,Valentina Gomes,Feminino,31,MG,5,2.3,556.53,7219.04,Pix,172,1,0,3.1,1
5019,Lara das Neves,Feminino,55,BA,37,0.7,740.05,19488.44,Boleto,234,0,1,5.0,0
5020,Luiz Henrique Souza,Masculino,54,MG,25,3.3,887.37,81660.37,Pix,137,1,0,1.9,1
5021,Camila Araújo,Feminino,58,RJ,31,2.4,804.49,67217.5,Transferência,233,1,0,2.5,1
5022,Ester Correia,Feminino,23,MG,45,2.4,890.73,79543.55,Cartão de crédito,20,0,1,3.9,0
5023,João Aparecida,Masculino,26,RS,44,2.9,457.62,45856.72,Transferência,236,0,0,4.6,0
5024,Olivia Cardoso,Feminino,40,RS,6,3.0,117.59,2373.45,Boleto,205,0,0,4.4,0
5025,Isabel Mendonça,Feminino,19,SP,30,2.6,349.86,26903.04,Cartão de crédito,53,0,1,4.1,0
5026,Olivia Costa,Feminino,44,BA,43,3.8,259.45,38090.07,Pix,106,1,0,4.3,0
5027,Laura Gomes,Feminino,27,SP,59,2.3,976.25,157784.6,Cartão de crédito,358,1,0,3.8,0
5028,Sra. Laís Silveira,Feminino,47,SC,31,0.6,519.19,7631.04,Boleto,361,0,1,4.6,0
5029,Sr. Noah Leão,Masculino,31,MG,24,0.4,659.52,7658.33,Pix,253,0,0,4.4,0
5030,Ester Teixeira,Feminino,50,SC,20,0.9,898.0,20731.18,Transferência,184,0,0,2.3,1
5031,Dr. Dante Caldeira,Masculino,41,PE,51,0.3,209.96,3959.89,Cartão de crédito,279,0,0,3.3,1
5032,Laís Silveira,Feminino,40,GO,29,0.7,578.2,10792.54,Pix,359,1,0,3.8,0
5033,Maria Luísa Pimenta,Feminino,26,SP,58,3.2,98.98,20136.49,Pix,135,1,1,4.3,0
5034,Brenda Carvalho,Feminino,26,SP,53,1.1,232.83,14269.77,Transferência,22,1,0,4.7,0
5035,Ravi Mendes,Masculino,19,CE,31,3.2,290.65,25325.72,Transferência,319,0,0,2.5,0
5036,Clarice Dias,Feminino,38,GO,53,3.6,266.03,37056.34,Boleto,257,0,0,5.0,0
5037,Esther Freitas,Feminino,43,GO,1,1.1,524.24,607.04,Boleto,319,1,1,3.9,0
5038,Alícia Vasconcelos,Feminino,57,PR,35,3.3,705.03,93615.35,Pix,270,0,0,3.9,1
5039,José Rodrigues,Masculino,32,RS,55,3.3,346.53,64243.8,Pix,36,1,1,4.8,0
5040,Sra. Brenda Mendes,Feminino,50,PR,39,1.0,380.61,14010.11,Cartão de crédito,353,0,0,3.5,0
5041,Luan Borges,Masculino,42,SP,28,2.2,288.88,16524.51,Boleto,362,1,0,5.0,0
5042,Rebeca Cardoso,Feminino,35,RS,45,0.7,656.63,18957.01,Transferência,346,1,0,2.4,1
5043,Dr. Lorenzo Moraes,Masculino,30,PE,16,1.7,342.01,11455.36,Cartão de crédito,48,1,0,4.3,0
5044,Davi da Mata,Masculino,19,PR,27,0.5,408.19,5519.22,Transferência,364,1,1,3.4,0
5045,João Lucas da Mata,Masculino,53,SC,18,3.1,923.0,57647.75,Pix,97,1,0,2.4,1
5046,Dr. Antony Teixeira,Masculino,34,CE,21,1.4,655.98,14658.64,Boleto,225,1,0,4.0,0
5047,Bárbara das Neves,Feminino,28,RJ,55,0.3,960.45,11354.61,Boleto,348,0,1,4.5,0
5048,Sara Freitas,Feminino,51,SC,31,2.6,365.29,33677.7,Pix,196,0,0,3.2,0
5049,Daniel Costa,Masculino,51,SC,34,0.5,934.7,19862.48,Boleto,301,1,0,3.3,1
5050,Leonardo Teixeira,Masculino,28,PE,54,1.1,658.09,38973.72,Cartão de crédito,91,0,1,4.3,0
5051,Isabella Macedo,Feminino,38,RS,27,1.4,720.03,33214.9,Transferência,177,1,0,5.0,0
5052,Otto Montenegro,Masculino,49,RJ,8,2.2,460.69,8595.16,Boleto,86,0,0,4.4,0
5053,Gabrielly Cirino,Feminino,30,MG,57,1.8,915.36,74308.09,Pix,264,0,1,4.2,0
5054,Sra. Caroline Nogueira,Feminino,29,PE,25,2.0,905.19,49332.85,Boleto,120,1,0,3.3,0
5055,Bianca Brito,Feminino,18,RS,46,3.2,180.93,27259.16,Boleto,140,0,3,3.9,0
5056,Vitória Viana,Feminino,22,RJ,56,2.6,689.25,114223.73,Pix,6,0,0,4.9,0
5057,Gabrielly Novaes,Feminino,29,SC,35,3.8,678.55,98628.46,Cartão de crédito,336,1,0,4.2,0
5058,Benjamin Gonçalves,Masculino,22,MG,22,3.9,315.04,22280.01,Cartão de crédito,288,0,0,4.0,0
5059,Dr. Pedro Lucas Fonseca,Masculino,33,RS,58,2.6,776.12,128882.11,Cartão de crédito,36,1,1,4.0,1
5060,Camila Martins,Feminino,24,MG,59,3.1,526.31,87581.25,Cartão de crédito,155,1,0,3.2,0
5061,Maria Isis Costela,Feminino,40,BA,48,0.6,67.18,1521.41,Cartão de crédito,128,1,0,4.3,0
5062,Sra. Olívia Cavalcanti,Feminino,52,SC,40,1.1,724.31,39375.8,Cartão de crédito,207,0,0,3.3,0
5063,Mariah da Rosa,Feminino,27,GO,34,2.5,552.99,39581.04,Pix,133,1,1,4.1,0
5064,Vinicius Macedo,Masculino,18,BA,22,3.4,336.9,20793.72,Cartão de crédito,133,0,0,4.2,0
5065,Maria Eduarda da Conceição,Feminino,57,MG,24,2.9,932.83,60231.37,Transferência,345,0,1,2.5,1
5066,Anthony Sousa,Masculino,57,SC,25,0.8,170.01,3007.84,Pix,338,1,1,4.5,0
